	tax_family	mouse_id	rel_abund_diff_d3-d15
382	 f__Bacillaceae	CDD02.Tc.HFHF.3	0.0
383	 f__Bacillaceae	CDD02.Tc.HFHF.4	0.0
384	 f__Bacillaceae	CDD02.Tc.HFHF.5	0.0
385	 f__Bacillaceae	CDD02.Tc.HFLF.1	0.0
386	 f__Bacillaceae	CDD02.Tc.HFLF.2	0.0
387	 f__Bacillaceae	CDD02.Tc.HFLF.3	0.0
388	 f__Bacillaceae	CDD02.Tc.HFLF.4	0.0004041710451863228
389	 f__Bacillaceae	CDD02.Tc.HFLF.5	0.0
390	 f__Bacillaceae	CDD02.Tc.LFHF.1	0.0
391	 f__Bacillaceae	CDD02.Tc.LFHF.2	0.0
392	 f__Bacillaceae	CDD02.Tc.LFHF.3	0.0
393	 f__Bacillaceae	CDD02.Tc.LFHF.4	0.0
394	 f__Bacillaceae	CDD02.Tc.LFHF.5	0.0
395	 f__Bacillaceae	CDD02.Tc.LFLF.1	0.0
396	 f__Bacillaceae	CDD02.Tc.LFLF.2	0.0
397	 f__Bacillaceae	CDD02.Tc.LFLF.3	0.0
398	 f__Bacillaceae	CDD02.Tc.LFLF.4	0.0
399	 f__Bacillaceae	CDD02.Tc.LFLF.5	0.0
400	 f__Bacteroidaceae	CDD02.CR.Chow.1	4.0011203136878324e-05
401	 f__Bacteroidaceae	CDD02.CR.Chow.2	0.00023
402	 f__Bacteroidaceae	CDD02.CR.Chow.3	0.0020377899058783176
403	 f__Bacteroidaceae	CDD02.CR.Chow.4	0.55323
404	 f__Bacteroidaceae	CDD02.CR.Chow.5	0.0007300876105132616
405	 f__Bacteroidaceae	CDD02.CR.HFHF.1	-6.0010201734294833e-05
406	 f__Bacteroidaceae	CDD02.CR.HFHF.2	0.003619265319217196
407	 f__Bacteroidaceae	CDD02.CR.HFHF.3	0.23559556067951382
408	 f__Bacteroidaceae	CDD02.CR.HFHF.4	0.008575125116591614
409	 f__Bacteroidaceae	CDD02.CR.HFHF.5	0.0
410	 f__Bacteroidaceae	CDD02.CR.HFLF.1	0.0
411	 f__Bacteroidaceae	CDD02.CR.HFLF.2	0.008279917200827991
412	 f__Bacteroidaceae	CDD02.CR.HFLF.3	0.00014001400140014
413	 f__Bacteroidaceae	CDD02.CR.HFLF.4	0.00955
414	 f__Bacteroidaceae	CDD02.CR.HFLF.5	0.0
415	 f__Bacteroidaceae	CDD02.CR.LFHF.1	-8.000160003200064e-05
416	 f__Bacteroidaceae	CDD02.CR.LFHF.2	0.0
417	 f__Bacteroidaceae	CDD02.CR.LFHF.3	-0.000119994000299985
418	 f__Bacteroidaceae	CDD02.CR.LFHF.4	0.0
419	 f__Bacteroidaceae	CDD02.CR.LFHF.5	0.0
420	 f__Bacteroidaceae	CDD02.CR.LFLF.1	0.005981555204353132
421	 f__Bacteroidaceae	CDD02.CR.LFLF.2	-0.056909674644689594
422	 f__Bacteroidaceae	CDD02.CR.LFLF.3	0.0
423	 f__Bacteroidaceae	CDD02.CR.LFLF.4	0.0
424	 f__Bacteroidaceae	CDD02.CR.LFLF.5	0.0002999970000299997
425	 f__Bacteroidaceae	CDD02.Tc.Chow.1	0.6264875648048408
426	 f__Bacteroidaceae	CDD02.Tc.Chow.2	0.2888663254196037
427	 f__Bacteroidaceae	CDD02.Tc.Chow.3	0.0
428	 f__Bacteroidaceae	CDD02.Tc.Chow.4	0.5340851507956561
429	 f__Bacteroidaceae	CDD02.Tc.Chow.5	0.4198702968127791
430	 f__Bacteroidaceae	CDD02.Tc.HFHF.1	0.0
431	 f__Bacteroidaceae	CDD02.Tc.HFHF.2	-0.02775
432	 f__Bacteroidaceae	CDD02.Tc.HFHF.3	-0.07347632618369082
433	 f__Bacteroidaceae	CDD02.Tc.HFHF.4	-0.022301535900321807
434	 f__Bacteroidaceae	CDD02.Tc.HFHF.5	-0.017211721172117212
435	 f__Bacteroidaceae	CDD02.Tc.HFLF.1	-0.031663581743269734
436	 f__Bacteroidaceae	CDD02.Tc.HFLF.2	-0.06783135662713255
437	 f__Bacteroidaceae	CDD02.Tc.HFLF.3	0.22804274722280427
438	 f__Bacteroidaceae	CDD02.Tc.HFLF.4	-0.0320782287231208
439	 f__Bacteroidaceae	CDD02.Tc.HFLF.5	-0.060823041152057604
440	 f__Bacteroidaceae	CDD02.Tc.LFHF.1	0.2971756779952001
441	 f__Bacteroidaceae	CDD02.Tc.LFHF.2	0.13496
442	 f__Bacteroidaceae	CDD02.Tc.LFHF.3	0.21923049144696183
443	 f__Bacteroidaceae	CDD02.Tc.LFHF.4	0.02157168258433211
444	 f__Bacteroidaceae	CDD02.Tc.LFHF.5	-0.003708073230281111
445	 f__Bacteroidaceae	CDD02.Tc.LFLF.1	0.5386588008004372
446	 f__Bacteroidaceae	CDD02.Tc.LFLF.2	-0.10788326409764692
447	 f__Bacteroidaceae	CDD02.Tc.LFLF.3	0.5509708439619201
448	 f__Bacteroidaceae	CDD02.Tc.LFLF.4	0.6715188871777437
449	 f__Bacteroidaceae	CDD02.Tc.LFLF.5	0.5501783267185782
450	 f__Beggiatoaceae	CDD02.CR.Chow.1	0.0
451	 f__Beggiatoaceae	CDD02.CR.Chow.2	0.0
452	 f__Beggiatoaceae	CDD02.CR.Chow.3	0.0
453	 f__Beggiatoaceae	CDD02.CR.Chow.4	0.0
454	 f__Beggiatoaceae	CDD02.CR.Chow.5	0.0
455	 f__Beggiatoaceae	CDD02.CR.HFHF.1	0.0
456	 f__Beggiatoaceae	CDD02.CR.HFHF.2	0.0
457	 f__Beggiatoaceae	CDD02.CR.HFHF.3	0.0
458	 f__Beggiatoaceae	CDD02.CR.HFHF.4	0.0
459	 f__Beggiatoaceae	CDD02.CR.HFHF.5	0.0
460	 f__Beggiatoaceae	CDD02.CR.HFLF.1	0.0
461	 f__Beggiatoaceae	CDD02.CR.HFLF.2	0.0
462	 f__Beggiatoaceae	CDD02.CR.HFLF.3	0.0
463	 f__Beggiatoaceae	CDD02.CR.HFLF.4	0.0
464	 f__Beggiatoaceae	CDD02.CR.HFLF.5	0.0
465	 f__Beggiatoaceae	CDD02.CR.LFHF.1	0.0
466	 f__Beggiatoaceae	CDD02.CR.LFHF.2	0.0
467	 f__Beggiatoaceae	CDD02.CR.LFHF.3	0.0
468	 f__Beggiatoaceae	CDD02.CR.LFHF.4	0.0
469	 f__Beggiatoaceae	CDD02.CR.LFHF.5	0.0
470	 f__Beggiatoaceae	CDD02.CR.LFLF.1	0.0
471	 f__Beggiatoaceae	CDD02.CR.LFLF.2	0.0
472	 f__Beggiatoaceae	CDD02.CR.LFLF.3	0.0
473	 f__Beggiatoaceae	CDD02.CR.LFLF.4	0.0
474	 f__Beggiatoaceae	CDD02.CR.LFLF.5	0.0
475	 f__Beggiatoaceae	CDD02.Tc.Chow.1	0.0
476	 f__Beggiatoaceae	CDD02.Tc.Chow.2	0.0
477	 f__Beggiatoaceae	CDD02.Tc.Chow.3	0.0
478	 f__Beggiatoaceae	CDD02.Tc.Chow.4	0.0
479	 f__Beggiatoaceae	CDD02.Tc.Chow.5	0.0
480	 f__Beggiatoaceae	CDD02.Tc.HFHF.1	0.0
481	 f__Beggiatoaceae	CDD02.Tc.HFHF.2	0.0
482	 f__Beggiatoaceae	CDD02.Tc.HFHF.3	0.0
483	 f__Beggiatoaceae	CDD02.Tc.HFHF.4	0.0
484	 f__Beggiatoaceae	CDD02.Tc.HFHF.5	0.0
485	 f__Beggiatoaceae	CDD02.Tc.HFLF.1	0.0
486	 f__Beggiatoaceae	CDD02.Tc.HFLF.2	0.0
487	 f__Beggiatoaceae	CDD02.Tc.HFLF.3	0.0
488	 f__Beggiatoaceae	CDD02.Tc.HFLF.4	0.0002526069032414518
489	 f__Beggiatoaceae	CDD02.Tc.HFLF.5	0.0
490	 f__Beggiatoaceae	CDD02.Tc.LFHF.1	0.0
491	 f__Beggiatoaceae	CDD02.Tc.LFHF.2	0.0
492	 f__Beggiatoaceae	CDD02.Tc.LFHF.3	0.0
493	 f__Beggiatoaceae	CDD02.Tc.LFHF.4	0.0
494	 f__Beggiatoaceae	CDD02.Tc.LFHF.5	0.0
495	 f__Beggiatoaceae	CDD02.Tc.LFLF.1	0.0
496	 f__Beggiatoaceae	CDD02.Tc.LFLF.2	0.0
497	 f__Beggiatoaceae	CDD02.Tc.LFLF.3	0.0
498	 f__Beggiatoaceae	CDD02.Tc.LFLF.4	0.0
499	 f__Beggiatoaceae	CDD02.Tc.LFLF.5	0.0
500	 f__Bifidobacteriaceae	CDD02.CR.Chow.1	0.0
501	 f__Bifidobacteriaceae	CDD02.CR.Chow.2	0.0
502	 f__Bifidobacteriaceae	CDD02.CR.Chow.3	0.0
503	 f__Bifidobacteriaceae	CDD02.CR.Chow.4	0.0
504	 f__Bifidobacteriaceae	CDD02.CR.Chow.5	0.0
505	 f__Bifidobacteriaceae	CDD02.CR.HFHF.1	0.0
506	 f__Bifidobacteriaceae	CDD02.CR.HFHF.2	0.0
507	 f__Bifidobacteriaceae	CDD02.CR.HFHF.3	0.0
508	 f__Bifidobacteriaceae	CDD02.CR.HFHF.4	0.0
509	 f__Bifidobacteriaceae	CDD02.CR.HFHF.5	0.0
510	 f__Bifidobacteriaceae	CDD02.CR.HFLF.1	0.0
511	 f__Bifidobacteriaceae	CDD02.CR.HFLF.2	0.0
512	 f__Bifidobacteriaceae	CDD02.CR.HFLF.3	6.000600060006001e-05
513	 f__Bifidobacteriaceae	CDD02.CR.HFLF.4	0.0
514	 f__Bifidobacteriaceae	CDD02.CR.HFLF.5	0.0
515	 f__Bifidobacteriaceae	CDD02.CR.LFHF.1	0.0
516	 f__Bifidobacteriaceae	CDD02.CR.LFHF.2	0.0
517	 f__Bifidobacteriaceae	CDD02.CR.LFHF.3	0.0
518	 f__Bifidobacteriaceae	CDD02.CR.LFHF.4	0.0
519	 f__Bifidobacteriaceae	CDD02.CR.LFHF.5	0.00011007815549039818
520	 f__Bifidobacteriaceae	CDD02.CR.LFLF.1	0.0
521	 f__Bifidobacteriaceae	CDD02.CR.LFLF.2	0.0
522	 f__Bifidobacteriaceae	CDD02.CR.LFLF.3	0.0
523	 f__Bifidobacteriaceae	CDD02.CR.LFLF.4	0.0
524	 f__Bifidobacteriaceae	CDD02.CR.LFLF.5	0.0
525	 f__Bifidobacteriaceae	CDD02.Tc.Chow.1	0.0
526	 f__Bifidobacteriaceae	CDD02.Tc.Chow.2	0.0
527	 f__Bifidobacteriaceae	CDD02.Tc.Chow.3	0.0
528	 f__Bifidobacteriaceae	CDD02.Tc.Chow.4	0.0
529	 f__Bifidobacteriaceae	CDD02.Tc.Chow.5	0.0
530	 f__Bifidobacteriaceae	CDD02.Tc.HFHF.1	0.0
531	 f__Bifidobacteriaceae	CDD02.Tc.HFHF.2	0.0
532	 f__Bifidobacteriaceae	CDD02.Tc.HFHF.3	0.0
533	 f__Bifidobacteriaceae	CDD02.Tc.HFHF.4	0.0
534	 f__Bifidobacteriaceae	CDD02.Tc.HFHF.5	0.0
535	 f__Bifidobacteriaceae	CDD02.Tc.HFLF.1	0.0
536	 f__Bifidobacteriaceae	CDD02.Tc.HFLF.2	0.0
537	 f__Bifidobacteriaceae	CDD02.Tc.HFLF.3	0.0
538	 f__Bifidobacteriaceae	CDD02.Tc.HFLF.4	-0.00019001330093106517
539	 f__Bifidobacteriaceae	CDD02.Tc.HFLF.5	0.0
540	 f__Bifidobacteriaceae	CDD02.Tc.LFHF.1	0.0
541	 f__Bifidobacteriaceae	CDD02.Tc.LFHF.2	0.0
542	 f__Bifidobacteriaceae	CDD02.Tc.LFHF.3	0.0
543	 f__Bifidobacteriaceae	CDD02.Tc.LFHF.4	0.0
544	 f__Bifidobacteriaceae	CDD02.Tc.LFHF.5	0.0
545	 f__Bifidobacteriaceae	CDD02.Tc.LFLF.1	0.0
546	 f__Bifidobacteriaceae	CDD02.Tc.LFLF.2	0.0
547	 f__Bifidobacteriaceae	CDD02.Tc.LFLF.3	0.0
548	 f__Bifidobacteriaceae	CDD02.Tc.LFLF.4	0.0
549	 f__Bifidobacteriaceae	CDD02.Tc.LFLF.5	9.000810072906561e-05
550	 f__Butyricicoccaceae	CDD02.CR.Chow.1	0.0
551	 f__Butyricicoccaceae	CDD02.CR.Chow.2	0.0
552	 f__Butyricicoccaceae	CDD02.CR.Chow.3	-0.0008800528031681901
553	 f__Butyricicoccaceae	CDD02.CR.Chow.4	0.0
554	 f__Butyricicoccaceae	CDD02.CR.Chow.5	0.0
555	 f__Butyricicoccaceae	CDD02.CR.HFHF.1	0.0
556	 f__Butyricicoccaceae	CDD02.CR.HFHF.2	0.0
557	 f__Butyricicoccaceae	CDD02.CR.HFHF.3	-0.001220170823915348
558	 f__Butyricicoccaceae	CDD02.CR.HFHF.4	-0.00021
559	 f__Butyricicoccaceae	CDD02.CR.HFHF.5	0.0
560	 f__Butyricicoccaceae	CDD02.CR.HFLF.1	-0.0010502730709984595
561	 f__Butyricicoccaceae	CDD02.CR.HFLF.2	-0.001079989200107999
562	 f__Butyricicoccaceae	CDD02.CR.HFLF.3	-0.0009200276008280248
563	 f__Butyricicoccaceae	CDD02.CR.HFLF.4	0.0
564	 f__Butyricicoccaceae	CDD02.CR.HFLF.5	-0.00032999340013199736
565	 f__Butyricicoccaceae	CDD02.CR.LFHF.1	0.0
566	 f__Butyricicoccaceae	CDD02.CR.LFHF.2	-0.00020999370018899433
567	 f__Butyricicoccaceae	CDD02.CR.LFHF.3	-9.99950002499875e-05
568	 f__Butyricicoccaceae	CDD02.CR.LFHF.4	-0.000730175242058094
569	 f__Butyricicoccaceae	CDD02.CR.LFHF.5	0.0
570	 f__Butyricicoccaceae	CDD02.CR.LFLF.1	-0.00041002460147608854
571	 f__Butyricicoccaceae	CDD02.CR.LFLF.2	-0.0012602142364201915
572	 f__Butyricicoccaceae	CDD02.CR.LFLF.3	-0.0003300231016171132
573	 f__Butyricicoccaceae	CDD02.CR.LFLF.4	-0.00114
574	 f__Butyricicoccaceae	CDD02.CR.LFLF.5	0.0
575	 f__Butyricicoccaceae	CDD02.Tc.Chow.1	-0.002109957800843983
576	 f__Butyricicoccaceae	CDD02.Tc.Chow.2	0.0
577	 f__Butyricicoccaceae	CDD02.Tc.Chow.3	0.0
578	 f__Butyricicoccaceae	CDD02.Tc.Chow.4	-0.0013401742226489444
579	 f__Butyricicoccaceae	CDD02.Tc.Chow.5	-0.0016201620162016202
580	 f__Butyricicoccaceae	CDD02.Tc.HFHF.1	0.0
581	 f__Butyricicoccaceae	CDD02.Tc.HFHF.2	-0.00145
582	 f__Butyricicoccaceae	CDD02.Tc.HFHF.3	0.0
583	 f__Butyricicoccaceae	CDD02.Tc.HFHF.4	-0.000330079219012563
584	 f__Butyricicoccaceae	CDD02.Tc.HFHF.5	-0.0019201920192019203
585	 f__Butyricicoccaceae	CDD02.Tc.HFLF.1	-0.00046001840073602946
586	 f__Butyricicoccaceae	CDD02.Tc.HFLF.2	-0.0009800196003920078
587	 f__Butyricicoccaceae	CDD02.Tc.HFLF.3	-0.0008599914000859991
588	 f__Butyricicoccaceae	CDD02.Tc.HFLF.4	-0.0006100427029892093
589	 f__Butyricicoccaceae	CDD02.Tc.HFLF.5	0.0
590	 f__Butyricicoccaceae	CDD02.Tc.LFHF.1	-0.0002100798303355275
591	 f__Butyricicoccaceae	CDD02.Tc.LFHF.2	-0.00168
592	 f__Butyricicoccaceae	CDD02.Tc.LFHF.3	-0.0005800116002320047
593	 f__Butyricicoccaceae	CDD02.Tc.LFHF.4	-0.0003400272021761741
594	 f__Butyricicoccaceae	CDD02.Tc.LFHF.5	-0.0008800176003520071
595	 f__Butyricicoccaceae	CDD02.Tc.LFLF.1	-0.0010803132908543478
596	 f__Butyricicoccaceae	CDD02.Tc.LFLF.2	-0.00035001050031500947
597	 f__Butyricicoccaceae	CDD02.Tc.LFLF.3	-0.0013700137001370013
598	 f__Butyricicoccaceae	CDD02.Tc.LFLF.4	-0.0010500210004200084
599	 f__Butyricicoccaceae	CDD02.Tc.LFLF.5	0.0
600	 f__Christensenellaceae	CDD02.CR.Chow.1	0.0
601	 f__Christensenellaceae	CDD02.CR.Chow.2	0.0
602	 f__Christensenellaceae	CDD02.CR.Chow.3	0.0
603	 f__Christensenellaceae	CDD02.CR.Chow.4	0.0
604	 f__Christensenellaceae	CDD02.CR.Chow.5	0.0
605	 f__Christensenellaceae	CDD02.CR.HFHF.1	0.0
606	 f__Christensenellaceae	CDD02.CR.HFHF.2	0.0
607	 f__Christensenellaceae	CDD02.CR.HFHF.3	0.0
608	 f__Christensenellaceae	CDD02.CR.HFHF.4	0.0
609	 f__Christensenellaceae	CDD02.CR.HFHF.5	0.0
610	 f__Christensenellaceae	CDD02.CR.HFLF.1	0.0
611	 f__Christensenellaceae	CDD02.CR.HFLF.2	0.0
612	 f__Christensenellaceae	CDD02.CR.HFLF.3	0.0
613	 f__Christensenellaceae	CDD02.CR.HFLF.4	0.0
614	 f__Christensenellaceae	CDD02.CR.HFLF.5	0.0
615	 f__Christensenellaceae	CDD02.CR.LFHF.1	0.0
616	 f__Christensenellaceae	CDD02.CR.LFHF.2	0.0
617	 f__Christensenellaceae	CDD02.CR.LFHF.3	0.0
618	 f__Christensenellaceae	CDD02.CR.LFHF.4	0.0
619	 f__Christensenellaceae	CDD02.CR.LFHF.5	0.0
620	 f__Christensenellaceae	CDD02.CR.LFLF.1	0.0
621	 f__Christensenellaceae	CDD02.CR.LFLF.2	-0.002480421671684186
622	 f__Christensenellaceae	CDD02.CR.LFLF.3	0.0
623	 f__Christensenellaceae	CDD02.CR.LFLF.4	0.0
624	 f__Christensenellaceae	CDD02.CR.LFLF.5	0.0
625	 f__Christensenellaceae	CDD02.Tc.Chow.1	-0.0005999880002399952
626	 f__Christensenellaceae	CDD02.Tc.Chow.2	-0.00185994420167395
627	 f__Christensenellaceae	CDD02.Tc.Chow.3	0.0
628	 f__Christensenellaceae	CDD02.Tc.Chow.4	-0.0006300819106483843
629	 f__Christensenellaceae	CDD02.Tc.Chow.5	-0.0009800980098009801
630	 f__Christensenellaceae	CDD02.Tc.HFHF.1	0.0
631	 f__Christensenellaceae	CDD02.Tc.HFHF.2	-0.00163
632	 f__Christensenellaceae	CDD02.Tc.HFHF.3	-0.0016799160041997899
633	 f__Christensenellaceae	CDD02.Tc.HFHF.4	-0.0018104345042810274
634	 f__Christensenellaceae	CDD02.Tc.HFHF.5	-0.0010001000100009999
635	 f__Christensenellaceae	CDD02.Tc.HFLF.1	-0.0019200768030721229
636	 f__Christensenellaceae	CDD02.Tc.HFLF.2	-0.0013400268005360105
637	 f__Christensenellaceae	CDD02.Tc.HFLF.3	-0.000969990300096999
638	 f__Christensenellaceae	CDD02.Tc.HFLF.4	-0.0016101127078895522
639	 f__Christensenellaceae	CDD02.Tc.HFLF.5	-0.0036301815090754534
640	 f__Christensenellaceae	CDD02.Tc.LFHF.1	-0.0011504371661231268
641	 f__Christensenellaceae	CDD02.Tc.LFHF.2	0.0
642	 f__Christensenellaceae	CDD02.Tc.LFHF.3	-0.0010700214004280085
643	 f__Christensenellaceae	CDD02.Tc.LFHF.4	-0.0017101368109448756
644	 f__Christensenellaceae	CDD02.Tc.LFHF.5	-0.0005900118002360047
645	 f__Christensenellaceae	CDD02.Tc.LFLF.1	-0.0023506816976923304
646	 f__Christensenellaceae	CDD02.Tc.LFLF.2	-7.00021000630019e-05
647	 f__Christensenellaceae	CDD02.Tc.LFLF.3	-0.0005300053000530005
648	 f__Christensenellaceae	CDD02.Tc.LFLF.4	-0.00044000880017600356
649	 f__Christensenellaceae	CDD02.Tc.LFLF.5	-0.0022702497274700215
650	 f__Clostridia_UCG-014	CDD02.CR.Chow.1	-0.03599107973239197
651	 f__Clostridia_UCG-014	CDD02.CR.Chow.2	-0.025460509210184203
652	 f__Clostridia_UCG-014	CDD02.CR.Chow.3	-0.029511770706242373
653	 f__Clostridia_UCG-014	CDD02.CR.Chow.4	-0.02332
654	 f__Clostridia_UCG-014	CDD02.CR.Chow.5	-0.02250475523075383
655	 f__Clostridia_UCG-014	CDD02.CR.HFHF.1	-0.025224288128981927
656	 f__Clostridia_UCG-014	CDD02.CR.HFHF.2	-0.021081054052702636
657	 f__Clostridia_UCG-014	CDD02.CR.HFHF.3	-0.06835957033984759
658	 f__Clostridia_UCG-014	CDD02.CR.HFHF.4	-0.03092
659	 f__Clostridia_UCG-014	CDD02.CR.HFHF.5	-0.0296608898266948
660	 f__Clostridia_UCG-014	CDD02.CR.HFLF.1	-0.062296197011222916
661	 f__Clostridia_UCG-014	CDD02.CR.HFLF.2	-0.03483965160348396
662	 f__Clostridia_UCG-014	CDD02.CR.HFLF.3	-0.03638109143274298
663	 f__Clostridia_UCG-014	CDD02.CR.HFLF.4	-0.014739705205895882
664	 f__Clostridia_UCG-014	CDD02.CR.HFLF.5	-0.010449783203477836
665	 f__Clostridia_UCG-014	CDD02.CR.LFHF.1	-0.037800756015120306
666	 f__Clostridia_UCG-014	CDD02.CR.LFHF.2	-0.02739917802465926
667	 f__Clostridia_UCG-014	CDD02.CR.LFHF.3	-0.03389830508474576
668	 f__Clostridia_UCG-014	CDD02.CR.LFHF.4	-0.030507321757221734
669	 f__Clostridia_UCG-014	CDD02.CR.LFHF.5	-0.05080762114317147
670	 f__Clostridia_UCG-014	CDD02.CR.LFLF.1	-0.06334380062803768
671	 f__Clostridia_UCG-014	CDD02.CR.LFLF.2	-0.034805917005891
672	 f__Clostridia_UCG-014	CDD02.CR.LFLF.3	-0.045543188023161624
673	 f__Clostridia_UCG-014	CDD02.CR.LFLF.4	-0.02992
674	 f__Clostridia_UCG-014	CDD02.CR.LFLF.5	-0.057612674788453465
675	 f__Clostridia_UCG-014	CDD02.Tc.Chow.1	-0.0252494950100998
676	 f__Clostridia_UCG-014	CDD02.Tc.Chow.2	-0.032617873634558696
677	 f__Clostridia_UCG-014	CDD02.Tc.Chow.3	0.0
678	 f__Clostridia_UCG-014	CDD02.Tc.Chow.4	-0.016492143978717233
679	 f__Clostridia_UCG-014	CDD02.Tc.Chow.5	-0.007150715071507151
680	 f__Clostridia_UCG-014	CDD02.Tc.HFHF.1	0.0
681	 f__Clostridia_UCG-014	CDD02.Tc.HFHF.2	-0.03128
682	 f__Clostridia_UCG-014	CDD02.Tc.HFHF.3	-0.05399730013499325
683	 f__Clostridia_UCG-014	CDD02.Tc.HFHF.4	-0.023095542930303272
684	 f__Clostridia_UCG-014	CDD02.Tc.HFHF.5	-0.006830683068306831
685	 f__Clostridia_UCG-014	CDD02.Tc.HFLF.1	-0.00687027481099244
686	 f__Clostridia_UCG-014	CDD02.Tc.HFLF.2	-0.023310466209324185
687	 f__Clostridia_UCG-014	CDD02.Tc.HFLF.3	-0.01039989600103999
688	 f__Clostridia_UCG-014	CDD02.Tc.HFLF.4	-0.020421429500065005
689	 f__Clostridia_UCG-014	CDD02.Tc.HFLF.5	-0.02554127706385319
690	 f__Clostridia_UCG-014	CDD02.Tc.LFHF.1	-0.03559352553970509
691	 f__Clostridia_UCG-014	CDD02.Tc.LFHF.2	-0.03947
692	 f__Clostridia_UCG-014	CDD02.Tc.LFHF.3	-0.05439108782175644
693	 f__Clostridia_UCG-014	CDD02.Tc.LFHF.4	-0.05888471077686215
694	 f__Clostridia_UCG-014	CDD02.Tc.LFHF.5	-0.02022040440808816
695	 f__Clostridia_UCG-014	CDD02.Tc.LFLF.1	-0.05432575446879595
696	 f__Clostridia_UCG-014	CDD02.Tc.LFLF.2	-0.006150184505535166
697	 f__Clostridia_UCG-014	CDD02.Tc.LFLF.3	-0.002650026500265003
698	 f__Clostridia_UCG-014	CDD02.Tc.LFLF.4	-0.008040160803216064
699	 f__Clostridia_UCG-014	CDD02.Tc.LFLF.5	-0.004160457650341537
700	 f__Clostridia_vadinBB60_group	CDD02.CR.Chow.1	-0.007320219606588197
701	 f__Clostridia_vadinBB60_group	CDD02.CR.Chow.2	-0.0014300286005720115
702	 f__Clostridia_vadinBB60_group	CDD02.CR.Chow.3	-0.004010240614436866
703	 f__Clostridia_vadinBB60_group	CDD02.CR.Chow.4	-0.00525
704	 f__Clostridia_vadinBB60_group	CDD02.CR.Chow.5	-0.002382719002664342
705	 f__Clostridia_vadinBB60_group	CDD02.CR.HFHF.1	-0.0020403468589660244
706	 f__Clostridia_vadinBB60_group	CDD02.CR.HFHF.2	-0.0036201810090504523
707	 f__Clostridia_vadinBB60_group	CDD02.CR.HFHF.3	-0.006330849894945426
708	 f__Clostridia_vadinBB60_group	CDD02.CR.HFHF.4	-0.00396
709	 f__Clostridia_vadinBB60_group	CDD02.CR.HFHF.5	-0.0015700471014130424
710	 f__Clostridia_vadinBB60_group	CDD02.CR.HFLF.1	-0.003971032468441795
711	 f__Clostridia_vadinBB60_group	CDD02.CR.HFLF.2	-0.0014499855001449985
712	 f__Clostridia_vadinBB60_group	CDD02.CR.HFLF.3	-0.0010800289005169804
713	 f__Clostridia_vadinBB60_group	CDD02.CR.HFLF.4	-0.002109957800843983
714	 f__Clostridia_vadinBB60_group	CDD02.CR.HFLF.5	-0.0020999580008399833
715	 f__Clostridia_vadinBB60_group	CDD02.CR.LFHF.1	-0.002459498161985814
716	 f__Clostridia_vadinBB60_group	CDD02.CR.LFHF.2	-0.0017099487015389539
717	 f__Clostridia_vadinBB60_group	CDD02.CR.LFHF.3	-0.0017399130043497825
718	 f__Clostridia_vadinBB60_group	CDD02.CR.LFHF.4	-0.008772105305273266
719	 f__Clostridia_vadinBB60_group	CDD02.CR.LFHF.5	-0.005850877631644747
720	 f__Clostridia_vadinBB60_group	CDD02.CR.LFLF.1	-0.0034502070124207453
721	 f__Clostridia_vadinBB60_group	CDD02.CR.LFLF.2	-0.0047808127381654885
722	 f__Clostridia_vadinBB60_group	CDD02.CR.LFLF.3	-0.0038802716190133313
723	 f__Clostridia_vadinBB60_group	CDD02.CR.LFLF.4	-0.004739999999999999
724	 f__Clostridia_vadinBB60_group	CDD02.CR.LFLF.5	-0.003180699753945868
725	 f__Clostridia_vadinBB60_group	CDD02.Tc.Chow.1	-0.0034199316013679725
726	 f__Clostridia_vadinBB60_group	CDD02.Tc.Chow.2	-0.0035198944031679053
727	 f__Clostridia_vadinBB60_group	CDD02.Tc.Chow.3	0.0
728	 f__Clostridia_vadinBB60_group	CDD02.Tc.Chow.4	-0.009560153787100213
729	 f__Clostridia_vadinBB60_group	CDD02.Tc.Chow.5	-0.00243024302430243
730	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFHF.1	0.0
731	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFHF.2	-0.01545
732	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFHF.3	-0.0021398930053497327
733	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFHF.4	-0.006231495558934144
734	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFHF.5	-0.0036503650365036504
735	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFLF.1	-0.013970558822352893
736	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFLF.2	-0.0037700754015080303
737	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFLF.3	-0.005029949700502995
738	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFLF.4	-0.005200364025481784
739	 f__Clostridia_vadinBB60_group	CDD02.Tc.HFLF.5	-0.0014600730036501825
740	 f__Clostridia_vadinBB60_group	CDD02.Tc.LFHF.1	-0.003391288689702087
741	 f__Clostridia_vadinBB60_group	CDD02.Tc.LFHF.2	-0.00662
742	 f__Clostridia_vadinBB60_group	CDD02.Tc.LFHF.3	-0.0019600392007840155
743	 f__Clostridia_vadinBB60_group	CDD02.Tc.LFHF.4	-0.011330906472517801
